Pharmanummer;Handelsname;Mengenangabe;Mengenart
3917294;MONTELUKAST EASY KTBL  4MG;30;ST
3917503;RALOXIFEN TEVA FTBL 60MG;28;ST
3917779;CANDEBLO TBL  8MG;30;ST
3917785;CANDEBLO TBL 16MG;30;ST
3917791;CANDEBLO TBL 32MG;30;ST
3917992;ELIQUIS FTBL 5MG;20;ST
3918000;ELIQUIS FTBL 5MG;60;ST
3918075;LOSARTAN/HCT RTP GMBH50/12,5;30;ST
3918081;LOSARTAN/HCT RTP GMBH 100/25;30;ST
3918141;CANDEBLO PLUS TBL  8/12,5MG;30;ST
3918158;CANDEBLO PLUS TBL 16/12,5MG;30;ST
3918164;CANDEBLO PLUS TBL 32/12,5MG;30;ST
3918170;CANDEBLO PLUS TBL 32/25MG;30;ST
3918224;FOSTER NEXTHALER 100/6MCG;120;HB
3918253;LISINOSTAD TBL  5MG;30;ST
3918276;LISINOSTAD TBL 10MG;30;ST
3918282;LISINOSTAD TBL 20MG;30;ST
3918342;ATORVASTATIN ACT FTBL 80MG;30;ST
3918661;KETOVISION AU-TR 5MG/ML;5;ML
3918804;EPILAN-D TBL 100MG;100;ST
3918810;LEVETIRACETAM UCB FTBL 500MG;100;ST
3918827;LEVETIRACETAM UCB FTBL1000MG;100;ST
3918974;ZOLEDRONSAEURE SAN 4MG/100ML;1;ST
3918980;ZOLEDRONSAEURE SAN 5MG/100ML;1;ST
3919034;IBANDRONIC ACID ACC 6MG DFL;1;ST
3919301;LUMIGAN AU-TR 0,3MG/ML 0,4ML;30;ST
3919376;AZITHROMYCIN ACT FTBL 500MG;3;ST
3919488;GALANTAMIN ACT RETKPS  8MG;28;ST
3919494;GALANTAMIN ACT RETKPS 16MG;28;ST
3919502;GALANTAMIN ACT RETKPS 24MG;28;ST
3919620;NOVOMIX 50 FLEXPEN;5;ST
3919637;NOVOMIX 70 FLEXPEN;5;ST
3919873;REFACTO AF PLV+LSM FSPR  250;1;ST
3920126;VASTAREL FTBL 35MG;30;ST
3920161;AREFAM WKPS 200MG;15;ST
3920310;MONTELUKAST ACCORD KTBL  4MG;30;ST
3920327;MONTELUKAST ACCORD KTBL  5MG;30;ST
3920333;MONTELUKAST ACCORD FTBL 10MG;30;ST
3920439;CONSTELLA HARTKPS 290MCG;28;ST
3920451;CANDESARTAN/HCT STAD 32/12,5;30;ST
3920474;CANDESARTAN/HCT STAD 32/25;30;ST
3920586;RIVASTIGMIN STA PFL 4,6MG/24;7;ST
3920592;RIVASTIGMIN STA PFL 4,6MG/24;30;ST
3920600;RIVASTIGMIN STA PFL 9,5MG/24;30;ST
3920675;AUBAGIO FTBL 14MG;14;ST
3920681;AUBAGIO FTBL 14MG;28;ST
3920735;EXELON TRA PFL 13,3MG/24H;30;ST
3920876;KERATOSIS CR WIDM +TRETINOIN;100;G
3920882;KERATOSIS CR WIDM +TRETINOIN;30;G
3920942;CAPECITABIN ACC FTBL 150MG;60;ST
3920959;CAPECITABIN ACC FTBL 500MG;120;ST
3921048;TOLTERODIN ACC FTBL 1MG;20;ST
3921054;TOLTERODIN ACC FTBL 1MG;60;ST
3921060;TOLTERODIN ACC FTBL 2MG;20;ST
3921077;TOLTERODIN ACC FTBL 2MG;60;ST
3921195;LISINOPRIL 1A/HCT TBL SEMI;30;ST
3921203;LISINOPRIL 1A/HCT TBL MTE;30;ST
3921344;PANTOPRAZOL RTP GMBH MSR20MG;14;ST
3921350;PANTOPRAZOL RTP GMBH MSR20MG;30;ST
3921367;PANTOPRAZOL RTP GMBH MSR40MG;7;ST
3921373;PANTOPRAZOL RTP GMBH MSR40MG;14;ST
3921396;PANTOPRAZOL RTP GMBH MSR40MG;30;ST
3921456;MEMANTIN HCS FTBL 10MG;14;ST
3921462;MEMANTIN HCS FTBL 10MG;28;ST
3921491;MEMANTIN HCS FTBL 20MG;14;ST
3921516;MEMANTIN HCS FTBL 20MG;28;ST
3921700;DOXAZOSIN HEX RETTBL 8MG;30;ST
3921717;MEMANTINE MERZ FTBL 10MG;28;ST
3921723;MEMANTINE MERZ FTBL 20MG;28;ST
3921835;MEMANTINE MERZ FTBL STARTPKG;28;ST
3922007;MEMANTIN RTP FTBL 10MG;30;ST
3922013;MEMANTIN RTP FTBL 20MG;30;ST
3922036;MEMANTIN RTP FTBL STARTERPKG;28;ST
3922214;NEVIRAPIN SAN TBL 200MG;60;ST
3922220;OMNITROPE IJLSG SURE15MG/1,5;1;ST
3922237;OMNITROPE IJLSG SURE15MG/1,5;5;ST
3922409;KERACUTAN KPS 10MG;30;ST
3922415;KERACUTAN KPS 10MG;100;ST
3922421;KERACUTAN KPS 25MG;30;ST
3922438;KERACUTAN KPS 25MG;100;ST
3922496;ESOMEPRAZOL ACT MSR TBL 20MG;7;ST
3922504;ESOMEPRAZOL ACT MSR TBL 20MG;14;ST
3922510;ESOMEPRAZOL ACT MSR TBL 20MG;30;ST
3922527;ESOMEPRAZOL ACT MSR TBL 40MG;14;ST
3922533;ESOMEPRAZOL ACT MSR TBL 40MG;30;ST
3922668;RIVASTIGMIN GEN PFL 4,6MG/24;7;ST
3922674;RIVASTIGMIN GEN PFL 4,6MG/24;30;ST
3922680;RIVASTIGMIN GEN PFL 9,5MG/24;30;ST
3922912;BETMIGA RET TBL 25MG;10;ST
3922929;BETMIGA RET TBL 25MG;30;ST
3922935;BETMIGA RET TBL 50MG;10;ST
3922941;BETMIGA RET TBL 50MG;30;ST
3922958;CURATODERM EMU 4MCG/G;30;ML
3922964;CURATODERM EMU 4MCG/G;50;ML
3923024;CANDESARTAN G.L. TBL  8MG;30;ST
3923030;CANDESARTAN G.L. TBL 16MG;30;ST
3923047;CANDESARTAN G.L. TBL 32MG;30;ST
3923053;CANDESARTAN/HCT G.L. 8/12,5;30;ST
3923076;CANDESARTAN/HCT G.L.16/12,5;30;ST
3923082;CANDESARTAN/HCT G.L.32/12,5;30;ST
3923099;CANDESARTAN/HCT G.L.32/25;30;ST
3923136;BINOCRIT FSPR 10000IE/1ML+NS;6;ST
3923739;TRESIBA FERTIGPEN 100E/ML;5;ST
3923745;TRESIBA PATRONE 100E/ML;5;ST
3923900;SERTRALIN BLU FTBL  50MG;10;ST
3923917;SERTRALIN BLU FTBL  50MG;30;ST
3923923;SERTRALIN BLU FTBL 100MG;10;ST
3923946;SERTRALIN BLU FTBL 100MG;30;ST
3924101;CLARITHROMYCIN RTPG FTBL 500;7;ST
3924147;GIOTRIF FTBL 20MG;28;ST
3924153;GIOTRIF FTBL 30MG;28;ST
3924176;GIOTRIF FTBL 40MG;28;ST
3924182;GIOTRIF FTBL 50MG;28;ST
3924199;MONTELUKAST RTP GRAN 4MG;30;ST
3924259;RIVASTIGMIN RTP PFL 4,6MG/24;7;ST
3924265;RIVASTIGMIN RTP PFL 4,6MG/24;30;ST
3924271;RIVASTIGMIN RTP PFL 9,5MG/24;30;ST
3924348;INTRATECT 100G/L DFL  50ML;1;ST
3924354;INTRATECT 100G/L DFL 100ML;1;ST
3924360;INTRATECT 100G/L DFL 200ML;1;ST
3924377;STRIBILD FTBL;30;ST
3924437;TELMISARTAN RTP TBL 40MG;30;ST
3924466;TELMISARTAN RTP TBL 80MG;30;ST
3924472;CANDESARTAN/HCT 1A 32/12,5MG;30;ST
3924489;CANDESARTAN/HCT 1A 32/25MG;30;ST
3924495;CANDESARTAN/HCT SAN 32/12,5;30;ST
3924503;CANDESARTAN/HCT SAN 32/25;30;ST
3924526;DIABETORMIN FTBL  850MG;30;ST
3924532;DIABETORMIN FTBL  850MG;100;ST
3924549;DIABETORMIN FTBL 1000MG;20;ST
3924555;DIABETORMIN FTBL 1000MG;60;ST
3924762;DYMISTA NASENSPRAY SUS;23;G
3924785;BERIATE PLV +LSM 200IE/2000;1;ST
3925052;PRIVIGEN 100MG/ML DFL 40G;1;ST
3925069;ESCITALOPRAM ACC FTBL  5MG;14;ST
3925075;ESCITALOPRAM ACC FTBL  5MG;28;ST
3925081;ESCITALOPRAM ACC FTBL 10MG;14;ST
3925098;ESCITALOPRAM ACC FTBL 10MG;28;ST
3925106;ESCITALOPRAM ACC FTBL 20MG;14;ST
3925112;ESCITALOPRAM ACC FTBL 20MG;28;ST
3925129;GLICLAZID SAN ER TBL 30MG;30;ST
3925135;GLICLAZID SAN ER TBL 30MG;120;ST
3925187;NAPROXEN INFECTOPHARM SFT;100;ML
3925224;ALODAN IJLSG 50MG/ML AMP 2ML;5;ST
3925307;BRIMOGEN AU-TR 2MG/ML;5;ML
3925313;GANFORT AU-TR 0,3+5MG/ML;30;ST
3925342;ZOLEDRONSAEURE FRE 4MG/5ML;1;ST
3925394;TELMISARTAN SAN TBL 40MG;30;ST
3925402;TELMISARTAN SAN TBL 80MG;30;ST
3925419;ZIPRASIDON PFI HARTKPS 20MG;28;ST
3925425;ZIPRASIDON PFI HARTKPS 40MG;28;ST
3925572;MOMETASON HEX NA-SPRAY;18;G
3925603;CAPECITABIN SAN FTBL 150MG;60;ST
3925626;CAPECITABIN SAN FTBL 500MG;120;ST
3925709;TECFIDERA MSR HARTKPS 120MG;14;ST
3925715;TECFIDERA MSR HARTKPS 240MG;56;ST
3925810;ESCITALOPRAM ACT FTBL  5MG;14;ST
3925827;ESCITALOPRAM ACT FTBL  5MG;30;ST
3925833;ESCITALOPRAM ACT FTBL 10MG;14;ST
3925856;ESCITALOPRAM ACT FTBL 10MG;30;ST
3925862;ESCITALOPRAM ACT FTBL 20MG;14;ST
3925879;ESCITALOPRAM ACT FTBL 20MG;30;ST
3925916;TAMSULOSIN EASY RETKPS 0,4MG;10;ST
3925922;TAMSULOSIN EASY RETKPS 0,4MG;30;ST
3925939;CAPECITABIN TEVA FTBL 150MG;60;ST
3925945;CAPECITABIN TEVA FTBL 500MG;120;ST
3925951;ZIPRASIDON PFI HARTKPS 60MG;28;ST
3925968;ZIPRASIDON PFI HARTKPS 80MG;28;ST
3926040;TOLUCOMBI TBL 40/12,5MG;30;ST
3926063;TOLUCOMBI TBL 80/12,5MG;30;ST
3926092;TOLUCOMBI TBL 80/25MG;30;ST
3926146;TOLURA TBL 40MG;30;ST
3926169;TOLURA TBL 80MG;30;ST
3926206;LATACRIS AU-TR 50MCG/ML;2,5;ML
3926353;MONODEX AU-TR 1MG/ML 0,4ML;10;ST
3926465;QUETIAPIN SAN FTBL  25MG;6;ST
3926471;QUETIAPIN SAN FTBL  25MG;60;ST
3926519;QUETIAPIN SAN FTBL 100MG;6;ST
3926525;QUETIAPIN SAN FTBL 100MG;60;ST
3926531;QUETIAPIN SAN FTBL 100MG;90;ST
3926548;QUETIAPIN SAN FTBL 200MG;6;ST
3926554;QUETIAPIN SAN FTBL 200MG;60;ST
3926560;QUETIAPIN SAN FTBL 300MG;6;ST
3926577;QUETIAPIN SAN FTBL 300MG;60;ST
3926689;PANTOPRAZOL AME MSR TBL 20MG;14;ST
3926695;PANTOPRAZOL AME MSR TBL 20MG;30;ST
3926726;PANTOPRAZOL AME MSR TBL 40MG;14;ST
3926732;PANTOPRAZOL AME MSR TBL 40MG;30;ST
3926809;GLICLADA ER TBL 60MG;30;ST
3926815;GLICLADA ER TBL 60MG;60;ST
3926896;MOXIFLOXACIN RTP FTBL 400MG;5;ST
3926904;MOXIFLOXACIN RTP FTBL 400MG;7;ST
3926910;MOXIFLOXACIN RTP FTBL 400MG;10;ST
3926927;MOXIFLOXACIN RTP FTBL 400MG;14;ST
3927051;NEBIDO IJLSG 1000MG/4ML DFL;1;ST
3927068;CALMOLAN RET TBL 0,26MG;10;ST
3927074;CALMOLAN RET TBL 0,52MG;10;ST
3927080;CALMOLAN RET TBL 0,52MG;30;ST
3927097;CALMOLAN RET TBL 1,05MG;10;ST
3927105;CALMOLAN RET TBL 1,05MG;30;ST
3927111;CALMOLAN RET TBL 2,1MG;10;ST
3927128;CALMOLAN RET TBL 2,1MG;30;ST
3927140;CALMOLAN RET TBL 3,15MG;30;ST
3927269;LEVETIRACETAM RTP FTBL  500;100;ST
3927275;LEVETIRACETAM RTP FTBL 1000;100;ST
3927298;LEVETIRACETAM GEN FTBL 500MG;100;ST
3927306;LEVETIRACETAM GEN FTBL1000MG;100;ST
3927430;LEVEBON FTBL  500MG;100;ST
3927447;LEVEBON FTBL 1000MG;100;ST
3927453;LEVETIRACETAM G.L.FTBL  500;100;ST
3927476;LEVETIRACETAM G.L.FTBL 1000;100;ST
3927499;LEVETIRACETAM STA FTBL  500;100;ST
3927507;LEVETIRACETAM STA FTBL 1000;100;ST
3927588;LAMIVUDIN SAN FTBL 300MG;30;ST
3927619;VANQUORAL WKPS  25MG;60;ST
3927625;VANQUORAL WKPS  50MG;60;ST
3927631;VANQUORAL WKPS 100MG;60;ST
3927708;XTANDI WKPS 40MG        4X28;112;ST
3927743;ASTEC TRA PFL 35MCG/H;5;ST
3927766;ASTEC TRA PFL 35MCG/H;10;ST
3927772;ASTEC TRA PFL 52,5MCG/H;5;ST
3927789;ASTEC TRA PFL 52,5MCG/H;10;ST
3927795;ASTEC TRA PFL 70MCG/H;5;ST
3927803;ASTEC TRA PFL 70MCG/H;10;ST
3927849;CLOPIDOGREL ACC FTBL 75MG;7;ST
3927855;CLOPIDOGREL ACC FTBL 75MG;30;ST
3927878;ADPORT HARTKPS 0,5MG;50;ST
3927884;ADPORT HARTKPS 1MG;50;ST
3927890;ADPORT HARTKPS 5MG;50;ST
3928062;LONQUEX IJLSG 6MG FSPR 0,6ML;1;ST
3928197;JARDIANCE FTBL 25MG;30;ST
3928205;JARDIANCE FTBL 25MG;14;ST
3928211;HALDOL LSG 2MG/ML;30;ML
3928547;LEVETIRACETAM ACT FTBL  500;100;ST
3928576;LEVETIRACETAM ACT FTBL 1000;100;ST
3928642;RELVAR ELLIPTA  92/22MCG;30;HB
3928659;CAPECEL FTBL 150MG;60;ST
3928665;CAPECEL FTBL 500MG;120;ST
3928719;TAFINLAR HARTKPS 50MG;28;ST
3928725;TAFINLAR HARTKPS 50MG;120;ST
3928731;TAFINLAR HARTKPS 75MG;120;ST
3928748;TAFINLAR HARTKPS 75MG;28;ST
3928754;PRAMIPEXOL GEN RETTBL 0,26MG;10;ST
3928760;PRAMIPEXOL GEN RETTBL 0,52MG;10;ST
3928777;PRAMIPEXOL GEN RETTBL 0,52MG;30;ST
3928783;PRAMIPEXOL GEN RETTBL 1,05MG;10;ST
3928808;PRAMIPEXOL GEN RETTBL 1,05MG;30;ST
3928814;PRAMIPEXOL GEN RETTBL 2,1MG;10;ST
3928820;PRAMIPEXOL GEN RETTBL 2,1MG;30;ST
3928837;PRAMIPEXOL GEN RETTBL 3,15MG;30;ST
3928895;EUTHYROX TBL  88MCG;30;ST
3928903;EUTHYROX TBL 137MCG;30;ST
3928949;IVOR 0,2ML IJLSG 2500IE +NS;10;ST
3928955;IVOR 0,2ML IJLSG 3500IE +NS;10;ST
3929067;EUTHYROX TBL 112MCG;30;ST
3929363;CHOLIB FTBL 145/20MG;30;ST
3929386;CHOLIB FTBL 145/40MG;30;ST
3929392;ALENDRONSRE SAN 70MG+BRTBL;4;ST
3929498;OPSUMIT FTBL 10MG;30;ST
3929506;VIPIDIA FTBL 12,5MG;28;ST
3929512;VIPIDIA FTBL 25MG;28;ST
3929529;VIPDOMET FTBL 12,5/ 850MG;56;ST
3929535;VIPDOMET FTBL 12,5/1000MG;56;ST
3929541;INCRESYNC FTBL 12,5/30MG;28;ST
3929558;INCRESYNC FTBL 25/30MG;28;ST
3929601;REVOLADE FTBL 75MG;14;ST
3929618;REVOLADE FTBL 75MG;28;ST
3929759;DONEPEZIL 1A HCL FTBL  5MG;10;ST
3929765;DONEPEZIL 1A HCL FTBL  5MG;30;ST
3929771;DONEPEZIL 1A HCL FTBL 10MG;30;ST
3929943;MEMANTIN 1A FTBL 10MG;10;ST
3929966;MEMANTIN 1A FTBL 10MG;30;ST
3929972;MEMANTIN 1A FTBL 20MG;10;ST
3929989;MEMANTIN 1A FTBL 20MG;30;ST
3930030;ESCITALOPRAM +PH FTBL 10MG;20;ST
3930047;ESCITALOPRAM +PH FTBL 10MG;30;ST
3930053;ESCITALOPRAM +PH FTBL 20MG;20;ST
3930076;ESCITALOPRAM +PH FTBL 20MG;30;ST
3930082;ESCITALOPRAM GEN FTBL 10MG;20;ST
3930099;ESCITALOPRAM GEN FTBL 10MG;30;ST
3930107;ESCITALOPRAM GEN FTBL 20MG;20;ST
3930113;ESCITALOPRAM GEN FTBL 20MG;30;ST
3930136;MEMANTIN GEN FTBL 10MG;30;ST
3930142;MEMANTIN GEN FTBL 20MG;30;ST
3930171;ENALAPRIL/LERC.KRKA 10/10MG;14;ST
3930188;ENALAPRIL/LERC.KRKA 10/10MG;30;ST
3930194;ENALAPRIL/LERC.KRKA 20/10MG;14;ST
3930202;ENALAPRIL/LERC.KRKA 20/10MG;30;ST
3930314;SIMPONI IJLSG 100MG INJEKTOR;1;ST
3930320;SIMPONI IJLSG 100MG FSPR;1;ST
3930337;TELMISARTAN/HCT SAN 40/12,5;30;ST
3930343;TELMISARTAN/HCT SAN 80/12,5;30;ST
3930366;TELMISARTAN/HCT SAN 80/25;30;ST
3930395;MEMANTIN SAN FTBL 10MG;10;ST
3930403;MEMANTIN SAN FTBL 10MG;30;ST
3930426;MEMANTIN SAN FTBL 20MG;10;ST
3930432;MEMANTIN SAN FTBL 20MG;30;ST
3930521;MEMANTIN GEN FTBL STARTPKG;28;ST
3930596;FLUDEXAM TBL 1,5/ 5MG;30;ST
3930604;FLUDEXAM TBL 1,5/10MG;30;ST
3930627;MEKINIST FTBL 0,5MG;30;ST
3930662;MEKINIST FTBL 2,0MG;7;ST
3930679;MEKINIST FTBL 2,0MG;30;ST
3930685;TIVICAY FTBL 50MG;30;ST
3930691;ANORO PLV INHAL 55/22MCG;30;HB
3930739;MEMANTIN EASY FTBL 10MG;10;ST
3930745;MEMANTIN EASY FTBL 10MG;30;ST
3930751;MEMANTIN EASY FTBL 20MG;10;ST
3930768;MEMANTIN EASY FTBL 20MG;30;ST
3930892;JARDIANCE FTBL 10MG;30;ST
3930900;JARDIANCE FTBL 10MG;14;ST
3931035;INVOKANA FTBL 100MG;10;ST
3931041;INVOKANA FTBL 100MG;30;ST
3931153;NOVOEIGHT PLV +LSM  250I.E.;1;ST
3931176;NOVOEIGHT PLV +LSM  500I.E.;1;ST
3931182;NOVOEIGHT PLV +LSM 1000I.E.;1;ST
3931199;NOVOEIGHT PLV +LSM 1500I.E.;1;ST
3931207;NOVOEIGHT PLV +LSM 2000I.E.;1;ST
3931213;NOVOEIGHT PLV +LSM 3000I.E.;1;ST
3931377;AMOXICILLIN/CLAV ACT 500/125;12;ST
3931383;AMOXICILLIN/CLAV ACT 875/125;10;ST
3931408;AMOXICILLIN/CLAV ACT 875/125;14;ST
3931437;LEVETIRACETAM EASY FTBL  500;100;ST
3931443;LEVETIRACETAM EASY FTBL 1000;100;ST
3931590;ESCITALOPRAM GEN FTBL  5MG;20;ST
3931609;ESCITALOPRAM GEN FTBL  5MG;30;ST
3931615;ZOLEDRONSAEURE GEN 4MG/100ML;1;ST
3931621;MOMETASON RTP NA-SPRAY;18;G
3931851;TELMICARD TBL 40MG;30;ST
3931868;TELMICARD TBL 80MG;30;ST
3931911;MEMANTIN ACCORD FTBL 10MG;14;ST
3931928;MEMANTIN ACCORD FTBL 10MG;28;ST
3931934;MEMANTIN ACCORD FTBL 20MG;14;ST
3931940;MEMANTIN ACCORD FTBL 20MG;28;ST
3932359;ABILIFY MAINTENA PLV 300MG;1;ST
3932460;ESCITALOPRAM 1A FTBL  5MG;10;ST
3932477;ESCITALOPRAM 1A FTBL  5MG;30;ST
3932483;ESCITALOPRAM 1A FTBL 10MG;10;ST
3932508;ESCITALOPRAM 1A FTBL 10MG;30;ST
3932514;ESCITALOPRAM 1A FTBL 20MG;10;ST
3932520;ESCITALOPRAM 1A FTBL 20MG;30;ST
3932603;ADEMPAS FTBL 1MG BES.PHA14;42;ST
3932626;ADEMPAS FTBL 1,5MG BES.PHA14;42;ST
3932632;ADEMPAS FTBL 2MG BES.PHA14;42;ST
3932649;ADEMPAS FTBL 2,5MG BES.PHA14;42;ST
3932655;ADEMPAS FTBL 1MG BES.PHA14;84;ST
3932661;ADEMPAS FTBL 1,5MG BES.PHA14;84;ST
3932678;ADEMPAS FTBL 2MG BES.PHA14;84;ST
3932684;ADEMPAS FTBL 2,5MG BES.PHA14;84;ST
3932690;PARACETAMOL SAN TBL 500MG;10;ST
3932709;PARACETAMOL SAN TBL 500MG;30;ST
3932810;EFAVIRENZ SAN FTBL 600MG;30;ST
3932945;ESCITALOPRAM SAN FTBL  5MG;10;ST
3932951;ESCITALOPRAM SAN FTBL  5MG;30;ST
3932968;ESCITALOPRAM SAN FTBL 10MG;10;ST
3932974;ESCITALOPRAM SAN FTBL 10MG;30;ST
3932997;ESCITALOPRAM SAN FTBL 15MG;10;ST
3933005;ESCITALOPRAM SAN FTBL 15MG;30;ST
3994337;ESMYA TBL 5MG;28;ST
4131590;KALYDECO FTBL 150MG;56;ST
4161036;FERINJECT 50MG/ML DFL 20ML;1;ST
4162030;FERINJECT 50MG/ML DFL 10ML;1;ST
4200003;ESCITALOPRAM SAN FTBL 20MG;10;ST
4200026;ESCITALOPRAM SAN FTBL 20MG;30;ST
4200032;ALLEGRA FTBL 120MG;10;ST
4200049;ALLEGRA FTBL 120MG;30;ST
4200121;LAXOGOL PLV LSG BTL;10;ST
4200138;LAXOGOL PLV LSG BTL;20;ST
4200210;XIGDUO FTBL 5/ 850MG;56;ST
4200233;XIGDUO FTBL 5/1000MG;56;ST
4200581;RILMENIDIN RTP TBL 1MG;10;ST
4200598;RILMENIDIN RTP TBL 1MG;30;ST
4200606;LATANOPROST UNIMED AU-TR 50;2,5;ML
4200658;MEMOLAN FTBL 10MG;10;ST
4200664;MEMOLAN FTBL 10MG;30;ST
4200670;MEMOLAN FTBL 20MG;10;ST
4200687;MEMOLAN FTBL 20MG;30;ST
4200693;ESCITALOPRAM EASY FTBL  5MG;10;ST
4200701;ESCITALOPRAM EASY FTBL  5MG;30;ST
4200718;ESCITALOPRAM EASY FTBL 10MG;10;ST
4200724;ESCITALOPRAM EASY FTBL 10MG;30;ST
4200776;VENLAFAXIN +PH RET TBL  75MG;10;ST
4200782;VENLAFAXIN +PH RET TBL  75MG;30;ST
4200799;VENLAFAXIN +PH RET TBL 150MG;10;ST
4200807;VENLAFAXIN +PH RET TBL 150MG;30;ST
4200836;OMNITROPE IJLSG SURE 5MG/1,5;1;ST
4200842;OMNITROPE IJLSG SURE 5MG/1,5;5;ST
4200859;OMNITROPE IJLSG SURE10MG/1,5;1;ST
4200865;OMNITROPE IJLSG SURE10MG/1,5;5;ST
4200871;ADEMPAS FTBL 0,5MG BES.PHA14;42;ST
4201008;OPRYMEA RETARDTBL 0,26MG;10;ST
4201014;OPRYMEA RETARDTBL 0,52MG;10;ST
4201020;OPRYMEA RETARDTBL 0,52MG;30;ST
4201037;OPRYMEA RETARDTBL 1,05MG;10;ST
4201043;OPRYMEA RETARDTBL 1,05MG;30;ST
4201066;OPRYMEA RETARDTBL 2,1MG;10;ST
4201072;OPRYMEA RETARDTBL 2,1MG;30;ST
4201089;ESCITALOPRAM ARC FTBL 10MG;14;ST
4201095;ESCITALOPRAM ARC FTBL 10MG;28;ST
4201155;ROACTEMRA FSPR 162MG SC;4;ST
4201451;IRBEPRESS-HCT FTBL300/25MG;30;ST
4201468;IRBEPRESS-HCT FTBL300/12,5MG;30;ST
4201474;IRBEPRESS-HCT FTBL150/12,5MG;30;ST
4201480;MOMECUTAN CR 1MG/G;15;G
4201505;MOMECUTAN SLB 1MG/G;15;G
4201528;MOMECUTAN LSG 1MG/G;20;ML
4201534;OLANZAPIN ACCORD FTBL  2,5MG;15;ST
4201540;OLANZAPIN ACCORD FTBL  2,5MG;30;ST
4201557;OLANZAPIN ACCORD FTBL  5MG;15;ST
4201563;OLANZAPIN ACCORD FTBL  5MG;30;ST
4201586;OLANZAPIN ACCORD FTBL 10MG;15;ST
4201592;OLANZAPIN ACCORD FTBL 10MG;30;ST
4201600;OLANZAPIN ACCORD FTBL 15MG;15;ST
4201617;OLANZAPIN ACCORD FTBL 15MG;30;ST
4201623;CANDESARTAN/HCT ACT 32/12,5;30;ST
4201646;CANDESARTAN/HCT ACT 32/25;30;ST
4201882;INFLECTRA PLV ILSG 100MG;1;ST
4201899;INFLECTRA PLV ILSG 100MG;2;ST
4201907;INFLECTRA PLV ILSG 100MG;3;ST
4201965;MOXIFLOXACIN SAN FTBL 400MG;5;ST
4201971;MOXIFLOXACIN SAN FTBL 400MG;7;ST
4202479;ESCITALOPRAM RTP FTBL  5MG;10;ST
4202485;ESCITALOPRAM RTP FTBL  5MG;30;ST
4202491;ESCITALOPRAM RTP FTBL 10MG;10;ST
4202516;ESCITALOPRAM RTP FTBL 10MG;30;ST
4202522;ESCITALOPRAM RTP FTBL 15MG;10;ST
4202539;ESCITALOPRAM RTP FTBL 15MG;30;ST
4202545;ESCITALOPRAM RTP FTBL 20MG;10;ST
4202551;ESCITALOPRAM RTP FTBL 20MG;30;ST
4202663;MOXIFLOXACIN 1A FTBL 400MG;5;ST
4202686;MOXIFLOXACIN 1A FTBL 400MG;7;ST
4202717;NOXAFIL MSR TBL 100MG;24;ST
4202723;NOXAFIL MSR TBL 100MG;96;ST
4202746;ZOLEDRONSAEURE ACC 4MG/5ML;1;ST
4202812;ESCITALOPRAM KRKA FTBL  5MG;14;ST
4202829;ESCITALOPRAM KRKA FTBL  5MG;30;ST
4202841;ESCITALOPRAM KRKA FTBL 10MG;14;ST
4202858;ESCITALOPRAM KRKA FTBL 10MG;30;ST
4202870;ESCITALOPRAM KRKA FTBL 20MG;14;ST
4202887;ESCITALOPRAM KRKA FTBL 20MG;30;ST
4203065;RAMIPRIL/AMLODIPIN GEN 2,5/5;30;ST
4203071;RAMIPRIL/AMLODIPIN GEN  5/ 5;30;ST
4203088;RAMIPRIL/AMLODIPIN GEN  5/10;30;ST
4203094;RAMIPRIL/AMLODIPIN GEN 10/ 5;30;ST
4203102;RAMIPRIL/AMLODIPIN GEN 10/10;30;ST
4203409;LEVO-METHASAN KONZ 5MG/ML;100;ML
4203415;LEVO-METHASAN KONZ 5MG/ML;300;ML
4203438;METHASAN KONZ 10MG/ML;100;ML
4203444;METHASAN KONZ 10MG/ML;300;ML
4203591;RIVASTIGMIN SAN PFL 4,6MG/24;7;ST
4203616;RIVASTIGMIN SAN PFL 4,6MG/24;30;ST
4203622;RIVASTIGMIN SAN PFL 9,5MG/24;30;ST
4203639;TELMISARTAN/HCT RTP 80/12,5;30;ST
4203645;TELMISARTAN/HCT RTP 80/25MG;30;ST
4203869;MODERIBA FTBL 200MG;168;ST
4203875;MODERIBA FTBL 400MG;56;ST
4203881;MODERIBA FTBL 600MG;56;ST
4203958;CELECOXIB RTP HARTKPS 100MG;10;ST
4203964;CELECOXIB RTP HARTKPS 100MG;30;ST
4203970;CELECOXIB RTP HARTKPS 200MG;10;ST
4203987;CELECOXIB RTP HARTKPS 200MG;30;ST
4204142;LEVETIRACETAM SAN FTBL  500;100;ST
4204159;LEVETIRACETAM SAN FTBL 1000;100;ST
4204283;RANITIDIN ACC FTBL 150MG;30;ST
4204308;RANITIDIN ACC FTBL 150MG;60;ST
4204314;RANITIDIN ACC FTBL 300MG;10;ST
4204320;RANITIDIN ACC FTBL 300MG;30;ST
4204337;ENTYVIO PLV 300MG;1;ST
4204389;ESCITALOPRAM BLU FTBL  5MG;14;ST
4204395;ESCITALOPRAM BLU FTBL  5MG;28;ST
4204403;ESCITALOPRAM BLU FTBL 10MG;14;ST
4204426;ESCITALOPRAM BLU FTBL 10MG;28;ST
4204596;COSENTYX IJLSG FSPR 150MG;1;ST
